"","ID","Title","Director","Genre"
"1986",6071,"Kiss of Death","Barbet Schroeder"," Action    Crime    Drama    Thriller            "
"1987",2140,"Kiss of the Dragon","Chris Nahon"," Action    Crime    Thriller               "
"1988",19844,"Kiss the Bride","C. Jay Cox"," Drama    Comedy    Romance               "
"1989",9437,"Kiss the Girls","Gary Fleder"," Drama    Mystery    Thriller    Crime            "
"1990",15647,"Kissing Jessica Stein","Charles Herman-Wurmfeld"," Comedy                     "
"1991",8359,"Kit Kittredge: An American Girl","Patricia Rozema"," Comedy    Drama    Family               "
"1992",37737,"Kites","Anurag Basu"," Drama    Action    Romance               "
"1993",37834,"Knight and Day","James Mangold"," Action    Comedy                  "
"1994",37498,"Knock Off","Tsui Hark"," Action    Adventure    Thriller               "
"1995",7501,"Knockaround Guys","Brian Koppelman"," Crime    Thriller                  "
"1996",4964,"Knocked Up","Judd Apatow"," Comedy    Romance    Drama               "
"1997",13811,"Knowing","Alex Proyas"," Action    Adventure    Drama    Mystery    Science Fiction    Thriller      "
"1998",167,"K-PAX","Iain Softley"," Drama    Science Fiction                  "
"1999",287903,"Krampus","Michael Dougherty"," Horror    Comedy    Fantasy               "
"2000",32740,"Krrish","Rakesh Roshan"," Action    Science Fiction                  "
"2001",849,"Krull","Peter Yates"," Fantasy    Action    Adventure               "
"2002",29463,"Krush Groove","Michael Schultz"," Drama    Music    Romance               "
"2003",9746,"Kundun","Martin Scorsese"," Drama                     "
"2004",9470,"Kung Fu Hustle","Stephen Chow"," Action    Comedy    Crime    Fantasy            "
"2005",290864,"Kung Fu Jungle","Teddy Chan"," Crime    Action    Thriller               "
"2006",9502,"Kung Fu Panda","Mark Osborne"," Adventure    Animation    Family    Comedy            "
"2007",49444,"Kung Fu Panda 2","Jennifer Yuh Nelson"," Animation    Family                  "
"2008",140300,"Kung Fu Panda 3","Jennifer Yuh Nelson"," Action    Adventure    Animation    Comedy    Family         "
"2009",91070,"L!fe Happens","Kat Coiro"," Comedy                     "
"2010",2118,"L.A. Confidential","Curtis Hanson"," Crime    Drama    Mystery    Thriller            "
"2011",18734,"L.I.E.","Michael Cuesta"," Drama                     "
"2012",16620,"La Bamba","Luis Valdez"," Drama    Music                  "
"2013",130150,"Labor Day","Jason Reitman"," Drama                     "
"2014",11128,"Ladder 49","Jay Russell"," Drama    Action    Thriller               "
"2015",9697,"Lady in the Water","M. Night Shyamalan"," Drama    Thriller    Fantasy    Mystery            "
"2016",49365,"Lady in White","Frank LaLoggia"," Horror    Thriller                  "
"2017",526,"Ladyhawke","Richard Donner"," Adventure    Drama    Fantasy    Romance            "
"2018",21461,"Lage Raho Munna Bhai","Rajkumar Hirani"," Comedy    Drama    Romance               "
"2019",27374,"Lake Mungo","Joel Anderson"," Horror    Thriller                  "
"2020",44260,"Lake of Fire","Tony Kaye"," Documentary                     "
"2021",9825,"Lake Placid","Steve Miner"," Horror    Comedy    Action    Science Fiction    Thriller         "
"2022",13279,"Lakeview Terrace","Neil LaBute"," Drama    Crime    Thriller               "
"2023",11683,"Land of the Dead","George A. Romero"," Horror                     "
"2024",18162,"Land of the Lost","Brad Silberling"," Adventure    Comedy    Science Fiction               "
"2025",1996,"Lara Croft Tomb Raider: The Cradle of Life","Jan de Bont"," Action    Adventure    Fantasy    Thriller            "
"2026",1995,"Lara Croft: Tomb Raider","Simon West"," Adventure    Fantasy    Action    Thriller            "
"2027",59861,"Larry Crowne","Tom Hanks"," Comedy    Romance    Drama               "
"2028",15639,"Larry the Cable Guy: Health Inspector","Trent Cooper"," Comedy                     "
"2029",6615,"Lars and the Real Girl","Craig Gillespie"," Comedy    Romance    Drama               "
"2030",9593,"Last Action Hero","John McTiernan"," Adventure    Fantasy    Action    Comedy    Family         "
"2031",17379,"Last Holiday","Wayne Wang"," Adventure    Comedy    Drama               "
"2032",294600,"Last I Heard","David Rodriguez"," Drama    Comedy                  "
"2033",14778,"Last Orders","Fred Schepisi"," Comedy    Drama                  "
"2034",137093,"Last Vegas","Jon Turteltaub"," Comedy                     "
"2035",15708,"Latter Days","C. Jay Cox"," Drama    Comedy    Romance               "
"2036",22803,"Law Abiding Citizen","F. Gary Gray"," Drama    Crime    Thriller               "
"2037",947,"Lawrence of Arabia","David Lean"," Adventure    Drama    History    War            "
"2038",11141,"Laws of Attraction","Peter Howitt"," Action    Comedy    Romance    Thriller            "
"2039",4836,"Layer Cake","Matthew Vaughn"," Drama    Thriller    Crime               "
"2040",73532,"Le Havre","Aki Kaurism\u00e4ki"," Drama    Comedy                  "
"2041",25195,"Leap Year","Anand Tucker"," Romance    Comedy                  "
"2042",4942,"Leatherheads","George Clooney"," Comedy    Romance    Drama               "
"2043",451,"Leaving Las Vegas","Mike Figgis"," Drama    Romance                  "
"2044",218043,"Left Behind","Vic Armstrong"," Thriller    Action    Science Fiction               "
"2045",9930,"Legal Eagles","Ivan Reitman"," Comedy    Crime    Drama    Romance    Thriller         "
"2046",8835,"Legally Blonde","Robert Luketic"," Comedy                     "
"2047",10327,"Legally Blonde 2: Red, White & Blonde","Charles Herman-Wurmfeld"," Comedy                     "
"2048",276907,"Legend","Brian Helgeland"," Crime    Thriller                  "
"2049",173931,"Legend of a Rabbit","Lijun Sun"," Animation    Family    Action    Adventure    Comedy         "
"2050",41216,"Legend of the Guardians: The Owls of Ga'Hoole","Zack Snyder"," Animation    Adventure    Family    Fantasy            "
"2051",59981,"Legends of Oz: Dorothy's Return","Dan St. Pierre"," Animation    Music    Family               "
"2052",4476,"Legends of the Fall","Edward Zwick"," Adventure    Drama    Romance    War            "
"2053",22894,"Legion","Scott Stewart"," Horror                     "
"2054",82695,"Les Misérables","Tom Hooper"," Drama    Music    Romance               "
"2055",18238,"Lesbian Vampire Killers","Phil Claydon"," Horror    Comedy                  "
"2056",41402,"Let Me In","Matt Reeves"," Drama    Horror    Mystery               "
"2057",943,"Lethal Weapon 3","Richard Donner"," Adventure    Action    Comedy    Thriller    Crime         "
"2058",944,"Lethal Weapon 4","Richard Donner"," Action    Adventure    Comedy    Crime    Thriller         "
"2059",193893,"Let's Be Cops","Nicholas Mastandrea"," Comedy                     "
"2060",9809,"Let's Go to Prison","Bob Odenkirk"," Comedy    Crime                  "
"2061",300706,"Let's Kill Ward's Wife","Scott Foley"," Comedy                     "
"2062",1251,"Letters from Iwo Jima","Clint Eastwood"," Action    Adventure    Drama    War            "
"2063",35691,"Letters to God","David Nixon"," Action    Drama    Family    Thriller            "
"2064",37056,"Letters to Juliet","Gary Winick"," Comedy    Drama    Romance               "
"2065",1624,"Liar Liar","Tom Shadyac"," Comedy                     "
"2066",709,"Licence to Kill","John Glen"," Adventure    Action    Thriller               "
"2067",2959,"License to Wed","Ken Kwapis"," Comedy                     "
"2068",69640,"Lies in Plain Sight","Patricia Cardoso"," Drama    Mystery    Thriller               "
"2069",11457,"Life as a House","Irwin Winkler"," Drama                     "
"2070",39800,"Life During Wartime","Todd Solondz"," Comedy    Drama                  "
"2071",87827,"Life of Pi","Ang Lee"," Adventure    Drama    Action               "
"2072",16643,"Life or Something Like It","Stephen Herek"," Comedy    Drama    Romance               "
"2073",11954,"Lifeforce","Tobe Hooper"," Fantasy    Horror    Science Fiction    Thriller            "
"2074",331493,"Light from the Darkroom","","                     "
"2075",19052,"Light It Up","Craig Bolotin"," Drama    Thriller                  "
"2076",36351,"Light Sleeper","Paul Schrader"," Drama    Crime                  "
"2077",345911,"Lights Out","David F. Sandberg"," Horror    Thriller                  "
"2078",60420,"Like Crazy","Drake Doremus"," Drama    Romance                  "
"2079",21972,"Like Mike","John Schultz"," Comedy    Drama    Family    Fantasy            "
"2080",11544,"Lilo & Stitch","Chris Sanders"," Animation    Family                  "
"2081",12093,"Lilya 4-ever","Lukas Moodysson"," Crime    Drama                  "
"2082",62676,"Limbo","John Sayles"," Adventure    Drama    Thriller               "
"2083",72976,"Lincoln","Steven Spielberg"," History    Drama                  "
"2084",26843,"Lion of the Desert","Moustapha Akkad"," Action    History    War               "
"2085",4515,"Lions for Lambs","Robert Redford"," Action    Adventure    Drama    History            "
"2086",206412,"Lisa Picard Is Famous","Griffin Dunne","                     "
"2087",331592,"Listening","Khalil Sullins"," Drama    Thriller    Science Fiction               "
"2088",40963,"Little Big Top",""," Comedy                     "
"2089",14846,"Little Black Book","Nick Hurran"," Comedy    Romance    Drama               "
"2090",256962,"Little Boy","Alejandro Monteverde"," Comedy    Drama    War               "
"2091",1440,"Little Children","Todd Field"," Romance    Drama                  "
"2092",39451,"Little Fockers","Paul Weitz"," Comedy    Romance                  "
"2093",9072,"Little Man","Keenen Ivory Wayans"," Comedy    Crime                  "
"2094",773,"Little Miss Sunshine","Jonathan Dayton"," Comedy    Drama                  "
"2095",31203,"Little Nicholas","Laurent Tirard"," Comedy                     "
"2096",9678,"Little Nicky","Steven Brill"," Comedy    Fantasy    Romance               "
"2097",10776,"Little Shop of Horrors","Frank Oz"," Horror    Comedy    Music               "
"2098",8545,"Little Voice","Mark Herman"," Comedy    Drama                  "
"2099",48034,"Little White Lies","Guillaume Canet"," Comedy    Drama                  "
"2100",9587,"Little Women","Gillian Armstrong"," Drama    Romance                  "
"2101",253,"Live and Let Die","Guy Hamilton"," Adventure    Action    Thriller               "
"2102",1571,"Live Free or Die Hard","Len Wiseman"," Action    Thriller                  "
"2103",78705,"Live-In Maid","Jorge Gaggero"," Drama    Foreign                  "
"2104",46889,"Living Out Loud","Richard LaGravenese"," Comedy    Drama    Romance               "
"2105",100,"Lock, Stock and Two Smoking Barrels","Guy Ritchie"," Comedy    Crime                  "
"2106",250184,"Locker 13","Jason Marsden"," Horror    Drama    Thriller               "
"2107",81796,"Lockout","Stephen St. Leger"," Action    Thriller    Science Fiction               "
"2108",10803,"Logan's Run","Michael Anderson"," Adventure    Action    Romance    Science Fiction            "
"2109",80271,"LOL","Lisa Azuelos"," Drama    Comedy    Romance               "
"2110",802,"Lolita","Stanley Kubrick"," Drama    Romance                  "
"2111",7515,"London","Hunter Richards"," Drama    Action    Romance               "
"2112",267860,"London Has Fallen","Babak Najafi"," Action    Crime    Thriller               "
"2113",14823,"London to Brighton","Paul Andrew Williams"," Crime    Drama    Thriller               "
"2114",26748,"Lone Star","John Sayles"," Drama    Mystery    Romance               "
"2115",193756,"Lone Survivor","Peter Berg"," Action    Drama    Thriller    War            "
"2116",14854,"Lone Wolf McQuade","Steve Carver"," Action    Crime    Drama    Romance    Thriller    Western      "
"2117",7301,"Lonesome Jim","Steve Buscemi"," Comedy    Drama    Romance               "
"2118",10715,"Looney Tunes: Back in Action","Joe Dante"," Animation    Comedy    Family               "
"2119",59967,"Looper","Rian Johnson"," Action    Thriller    Science Fiction               "
"2120",40794,"Loose Cannons","Ferzan Ozpetek"," Comedy    Drama    Romance               "
"2121",1830,"Lord of War","Andrew Niccol"," Crime    Drama    Thriller               "
"2122",9787,"Lords of Dogtown","Catherine Hardwicke"," Drama                     "
"2123",241766,"Lords of London","Antonio Simoncini"," Crime    Mystery    Thriller               "
"2124",10642,"Loser","Amy Heckerling"," Drama    Comedy    Romance    Family            "
"2125",33676,"Losin' It","Curtis Hanson"," Comedy                     "
"2126",2157,"Lost in Space","Stephen Hopkins"," Adventure    Family    Science Fiction               "
"2127",153,"Lost in Translation","Sofia Coppola"," Drama                     "
"2128",10383,"Lost Souls","Janusz Kami\u0144ski"," Horror    Thriller                  "
"2129",41382,"Lottery Ticket","Erik White"," Comedy                     "
"2130",14736,"Love & Basketball","Martin Kitrosser"," Action    Comedy    Drama    Romance            "
"2131",43347,"Love & Other Drugs","Edward Zwick"," Drama    Comedy    Romance               "
"2132",508,"Love Actually","Richard Curtis"," Comedy    Romance    Drama               "
"2133",47452,"Love and Death on Long Island","Richard Kwietniowski"," Drama    Romance    Foreign               "
"2134",76996,"Love and Other Catastrophes","Emma-Kate Croghan"," Comedy    Romance                  "
"2135",25643,"Love Happens","Brandon Camp"," Drama    Romance                  "
"2136",6639,"Love in the Time of Cholera","Mike Newell"," Drama    Romance                  "
"2137",189711,"Love in the Time of Monsters","Matt Jackson"," Horror    Comedy                  "
"2138",27322,"Love Jones","Theodore Witcher"," Comedy    Drama    Romance               "
"2139",75986,"Love Letters","Amy Holden Jones"," Drama    Thriller                  "
"2140",39833,"Love Me Tender","Robert D. Webb"," Drama    Action    Western    Music    Romance         "
"2141",39845,"Love Ranch","Taylor Hackford"," Drama                     "
"2142",15122,"Love Stinks","Jeff Franklin"," Comedy    Romance                  "
"2143",333348,"Love the Coopers","Jessie Nelson"," Comedy    Family                  "
"2144",50035,"Lovely & Amazing","Nicole Holofcener"," Comedy    Drama    Romance               "
"2145",51384,"Lovely, Still","Nicholas Fackler"," Drama    Romance                  "
"2146",22488,"Love's Abiding Joy","Michael Landon Jr."," TV Movie    Action    Drama    Family            "
"2147",19344,"Loving Annabelle","Katherine Brooks"," Drama    Romance                  "
"2148",35944,"Lucky Break","Peter Cattaneo"," Action    Comedy                  "
"2149",186,"Lucky Number Slevin","Paul McGuigan"," Drama    Thriller    Crime    Mystery            "
"2150",10783,"Lucky Numbers","Nora Ephron"," Action    Adventure    Comedy    Crime    Romance    Thriller      "
"2151",1950,"Lucky You","Curtis Hanson"," Drama    Romance                  "
"2152",240832,"Lucy","Luc Besson"," Action    Science Fiction                  "
"2153",37931,"MacGruber","Jorma Taccone"," Action    Adventure    Comedy               "
"2154",23631,"Machete","Robert Rodriguez"," Action    Comedy    Thriller               "
"2155",106747,"Machete Kills","Robert Rodriguez"," Action    Crime    Thriller               "
"2156",45138,"Machine Gun McCain","Giuliano Montaldo"," Drama    Action    Thriller    Crime    Foreign         "
"2157",45610,"Machine Gun Preacher","Marc Forster"," Action    Thriller    Crime               "
"2158",9770,"Mad City","Costa-Gavras"," Action    Drama    Thriller               "
"2159",14358,"Mad Hot Ballroom","Marilyn Agrelo"," Documentary    Family                  "
"2160",9659,"Mad Max","George Miller"," Adventure    Action    Thriller    Science Fiction            "
"2161",8810,"Mad Max 2: The Road Warrior","George Miller"," Adventure    Action    Thriller    Science Fiction            "
"2162",9355,"Mad Max Beyond Thunderdome","George Miller"," Action    Adventure    Science Fiction               "
"2163",76341,"Mad Max: Fury Road","George Miller"," Action    Adventure    Science Fiction    Thriller            "
"2164",12085,"Mad Money","Callie Khouri"," Action    Comedy    Crime               "
"2165",13889,"Madadayo","Akira Kurosawa"," Drama                     "
"2166",953,"Madagascar","Eric Darnell"," Family    Animation                  "
"2167",80321,"Madagascar 3: Europe's Most Wanted","Conrad Vernon"," Animation    Family                  "
"2168",10527,"Madagascar: Escape 2 Africa","Eric Darnell"," Family    Animation                  "
"2169",15745,"Made","Jon Favreau"," Action    Comedy    Thriller               "
"2170",46138,"Made in Dagenham","Nigel Cole"," Comedy    Drama    History               "
"2171",10761,"Made of Honor","Paul Weiland"," Comedy    Romance                  "
"2172",15670,"Madea Goes to Jail","Tyler Perry"," Comedy    Crime    Drama               "
"2173",16781,"Madea's Family Reunion","Tyler Perry"," Drama    Comedy    Romance               "
"2174",103370,"Madea's Witness Protection","Tyler Perry"," Drama    Comedy    Crime               "
"2175",38717,"Madison","William Bindley"," Action    Adventure    Drama               "
"2176",287424,"Maggie","Henry Hobson"," Horror                     "
"2177",77930,"Magic Mike","Steven Soderbergh"," Drama    Comedy                  "
"2178",264999,"Magic Mike XXL","Gregory Jacobs"," Comedy    Drama    Music               "
"2179",334,"Magnolia","Paul Thomas Anderson"," Drama                     "
"2180",7303,"Maid in Manhattan","Wayne Wang"," Comedy    Drama    Romance               "
"2181",29715,"Major Dundee","Sam Peckinpah"," War    Western                  "
"2182",9942,"Major League","David S. Ward"," Comedy                     "
"2183",1883,"Malcolm X","Spike Lee"," Drama    History                  "
"2184",102651,"Maleficent","Robert Stromberg"," Fantasy    Adventure    Action    Family    Romance         "
"2185",54702,"Malevolence","Stevan Mena"," Crime    Horror    Thriller               "
"2186",13411,"Malibu's Most Wanted","John Whitesell"," Comedy    Crime                  "
"2187",2293,"Mallrats","Kevin Smith"," Romance    Comedy                  "
"2188",27342,"Malone","Harley Cokeliss"," Action    Thriller                  "
"2189",132232,"Mama","Andy Muschietti"," Horror                     "
"2190",321,"Mambo Italiano","\u00c9mile Gaudreault"," Comedy    Romance                  "
"2191",11631,"Mamma Mia!","Phyllida Lloyd"," Comedy    Romance                  "
"2192",49521,"Man of Steel","Zack Snyder"," Action    Adventure    Fantasy    Science Fiction            "
"2193",13498,"Man of the House","Stephen Herek"," Comedy    Action                  "
"2194",9895,"Man of the Year","Barry Levinson"," Comedy    Drama    Romance    Thriller            "
"2195",49527,"Man on a Ledge","Asger Leth"," Action    Thriller    Crime               "
"2196",9509,"Man on Fire","Tony Scott"," Action    Drama    Thriller    Crime            "
"2197",1850,"Man on the Moon","Milo\u0161 Forman"," Comedy    Drama    Romance               "
"2198",14048,"Man on Wire","James Marsh"," Thriller    Documentary    Crime    History            "
"2199",192136,"Mandela: Long Walk to Freedom","Justin Chadwick"," Drama    History                  "
"2200",1951,"Manderlay","Lars von Trier"," Drama                     "
"2201",103620,"Maniac","Franck Khalfoun"," Horror                     "
"2202",185465,"Manito","Eric Eason"," Drama                     "
"2203",33870,"Mao's Last Dancer","Bruce Beresford"," Drama    Romance                  "
"2204",1667,"March of the Penguins","Luc Jacquet"," Documentary    Family                  "
"2205",25388,"March or Die","Dick Richards"," Action    Adventure    Drama    War            "
"2206",32316,"Marci X","Richard Benjamin"," Comedy                     "
"2207",44754,"Margaret","Kenneth Lonergan"," Drama                     "
"2208",50839,"Margin Call","J.C. Chandor"," Thriller    Drama                  "
"2209",436,"Maria Full of Grace","Joshua Marston"," Drama    Thriller    Crime               "
"2210",1887,"Marie Antoinette","Sofia Coppola"," Drama    History                  "
"2211",14306,"Marley & Me","David Frankel"," Comedy    Family                  "
"2212",38579,"Marmaduke","Tom Dey"," Family    Comedy                  "
"2213",8060,"Married Life","Ira Sachs"," Crime    Drama    Romance               "
"2214",75,"Mars Attacks!","Tim Burton"," Comedy    Fantasy    Science Fiction               "
"2215",50321,"Mars Needs Moms","Simon Wells"," Adventure    Animation    Family               "
"2216",50837,"Martha Marcy May Marlene","Sean Durkin"," Drama    Thriller                  "
"2217",5126,"Martian Child","Menno Meyjes"," Drama                     "
"2218",20337,"Martin Lawrence Live: Runteldat","Martin Lawrence"," Comedy                     "
"2219",9819,"Marvin's Room","Ellen H. Schwartz"," Drama                     "
"2220",433,"Mary Poppins","Robert Stevenson"," Comedy    Family    Fantasy               "
"2221",9095,"Mary Reilly","Stephen Frears"," Drama    Horror    Thriller    Romance            "
"2222",24356,"Masked and Anonymous","Larry Charles"," Drama    Music                  "
"2223",8619,"Master and Commander: The Far Side of the World","Peter Weir"," Adventure                     "
"2224",116,"Match Point","Woody Allen"," Drama    Thriller    Crime    Romance            "
"2225",26371,"Maurice","James Ivory"," Drama    Romance                  "
"2226",272878,"Max","Boaz Yakin"," Adventure    Drama    Family               "
"2227",34549,"Max Keeble's Big Move","Tim Hill"," Comedy    Family    Fantasy    Science Fiction            "
"2228",13051,"Max Payne","John Moore"," Action                     "
"2229",10861,"Maximum Risk","Ringo Lam"," Action    Adventure    Thriller               "
"2230",10894,"May","Lucky McKee"," Drama    Horror    Thriller    Romance            "
"2231",294254,"Maze Runner: The Scorch Trials","Wes Ball"," Action                     "
"2232",228203,"McFarland, USA","Niki Caro"," Drama                     "
"2233",12404,"Me and Orson Welles","Richard Linklater"," Comedy    Drama    Romance               "
"2234",1382,"Me and You and Everyone We Know","Miranda July"," Comedy    Drama                  "
"2235",296096,"Me Before You","Thea Sharrock"," Drama    Romance                  "
"2236",361505,"Me You and Five Bucks",""," Romance    Comedy    Drama               "
"2237",2123,"Me, Myself & Irene","Bobby Farrelly"," Comedy                     "
"2238",12281,"Mean Creek","Jacob Aaron Estes"," Crime    Drama                  "
"2239",10625,"Mean Girls","Mark Waters"," Comedy                     "
"2240",9991,"Mean Machine","Barry Skolnick"," Comedy    Drama                  "
"2241",203,"Mean Streets","Martin Scorsese"," Drama    Crime                  "
"2242",9096,"Medicine Man","John McTiernan"," Adventure                     "
"2243",57120,"Meek's Cutoff","Kelly Reichardt"," Drama    Western                  "
"2244",11260,"Meet Dave","Brian Robbins"," Comedy    Science Fiction    Adventure    Family            "
"2245",297,"Meet Joe Black","Martin Brest"," Fantasy    Drama    Mystery               "
"2246",40688,"Meet the Deedles","Steve Boyum"," Animation    Comedy    Family               "
"2247",693,"Meet the Fockers","Jay Roach"," Comedy    Romance                  "
"2248",1597,"Meet the Parents","Jay Roach"," Comedy    Romance                  "
"2249",7278,"Meet the Spartans","Jason Friedberg"," Comedy                     "
"2250",27380,"Megaforce","Hal Needham"," Adventure    Action    Science Fiction               "
"2251",38055,"Megamind","Tom McGrath"," Animation    Action    Comedy    Family    Science Fiction         "
"2252",30379,"Megiddo: The Omega Code 2","Brian Trenchard-Smith"," Action    Science Fiction    Thriller               "
"2253",62215,"Melancholia","Lars von Trier"," Drama    Science Fiction                  "
"2254",77,"Memento","Christopher Nolan"," Mystery    Thriller                  "
"2255",1904,"Memoirs of a Geisha","Rob Marshall"," Drama    History    Romance               "
"2256",2687,"Memoirs of an Invisible Man","John Carpenter"," Comedy    Fantasy    Science Fiction               "
"2257",607,"Men in Black","John Cameron"," Action    Adventure    Comedy    Science Fiction            "
"2258",41154,"Men in Black 3","Barry Sonnenfeld"," Action    Comedy    Science Fiction               "
"2259",608,"Men in Black II","Barry Sonnenfeld"," Action    Adventure    Comedy    Science Fiction            "
"2260",11978,"Men of Honor","George Tillman, Jr."," Drama                     "
"2261",38940,"Men of War","Perry Lang"," Action    Thriller                  "
"2262",34341,"Men with Brooms","Paul Gross"," Comedy                     "
"2263",9516,"Menace II Society","Albert Hughes"," Drama    Action    Crime               "
"2264",8838,"Mercury Rising","Harold Becker"," Action    Crime    Drama    Thriller            "
"2265",26916,"Mercy Streets","Jon Gunn"," Action    Adventure    Drama               "
"2266",10207,"Message in a Bottle","Luis Mandoki"," Romance    Drama                  "
"2267",193613,"Metallica: Through the Never","Nimr\u00f3d Antal"," Music                     "
"2268",40160,"Meteor","Ronald Neame"," Action    Science Fiction    Thriller               "
"2269",19,"Metropolis","Fritz Lang"," Drama    Science Fiction                  "
"2270",15389,"Metropolitan","Whit Stillman"," Comedy    Drama                  "
"2271",364083,"Mi America","Robert Fontaine"," Drama    Crime                  "
"2272",4566,"Michael Clayton","Tony Gilroy"," Drama    Mystery    Crime               "
"2273",1770,"Michael Collins","Neil Jordan"," Drama    Thriller                  "
"2274",24977,"Michael Jordan to the Max","James D. Stern"," Documentary                     "
"2275",10154,"Mickey Blue Eyes","Kelly Makin"," Comedy    Crime    Romance               "
"2276",27936,"Micmacs","Jean-Pierre Jeunet"," Action    Comedy    Crime               "
"2277",83588,"Middle of Nowhere","Ava DuVernay"," Drama                     "
"2278",426067,"Midnight Cabaret","Pece Dingo"," Horror                     "
"2279",3116,"Midnight Cowboy","John Schlesinger"," Drama                     "
"2280",59436,"Midnight in Paris","Woody Allen"," Fantasy    Comedy    Romance               "
"2281",8197,"Midnight in the Garden of Good and Evil","Clint Eastwood"," Crime    Drama    Mystery    Thriller            "
"2282",9013,"Midnight Run","Martin Brest"," Adventure    Comedy    Crime               "
"2283",245703,"Midnight Special","Jeff Nichols"," Adventure    Drama    Science Fiction               "
"2284",9822,"Mighty Joe Young","Ron Underwood"," Action    Adventure    Family    Fantasy            "
"2285",10139,"Milk","Gus Van Sant"," History    Drama                  "
"2286",198185,"Million Dollar Arm","Craig Gillespie"," Drama                     "
"2287",70,"Million Dollar Baby","Clint Eastwood"," Drama                     "
"2288",16617,"Mindhunters","Renny Harlin"," Mystery    Thriller    Crime               "
"2289",211672,"Minions","Kyle Balda"," Family    Animation    Adventure    Comedy            "
"2290",180,"Minority Report","Steven Spielberg"," Action    Thriller    Science Fiction    Mystery            "
"2291",14292,"Miracle","Gavin O'Connor"," Drama    History                  "
"2292",12412,"Miracle at St. Anna","Spike Lee"," Drama    War                  "
"2293",339984,"Miracles from Heaven","Patricia Riggen"," Drama                     "
"2294",62764,"Mirror Mirror","Tarsem Singh"," Adventure    Fantasy    Drama    Comedy    Science Fiction    Family      "
"2295",14517,"Mirrormask","Dave McKean"," Fantasy                     "
"2296",13515,"Mirrors","Alexandre Aja"," Horror    Mystery    Thriller               "
"2297",373314,"Misconduct","Shintaro Shimosawa"," Drama    Thriller                  "
"2298",1493,"Miss Congeniality","Donald Petrie"," Comedy    Crime    Action               "
"2299",10040,"Miss Congeniality 2: Armed and Fabulous","John Pasquin"," Action    Comedy                  "
"2300",230266,"Miss Julie","Liv Ullmann"," Drama                     "
"2301",19556,"Miss March","Zach Cregger"," Comedy    Romance                  "
"2302",13967,"Miss Potter","Chris Noonan"," Drama    Family    Romance               "
"2303",2067,"Mission to Mars","Brian De Palma"," Science Fiction                     "
"2304",954,"Mission: Impossible","Brian De Palma"," Adventure    Action    Thriller               "
"2305",56292,"Mission: Impossible - Ghost Protocol","Brad Bird"," Action    Thriller    Adventure               "
"2306",177677,"Mission: Impossible - Rogue Nation","Christopher McQuarrie"," Action    Adventure    Thriller               "
"2307",955,"Mission: Impossible II","John Woo"," Adventure    Action    Thriller               "
"2308",956,"Mission: Impossible III","J.J. Abrams"," Adventure    Action    Thriller               "
"2309",1651,"Mississippi Mermaid","Fran\u00e7ois Truffaut"," Crime    Drama    Romance               "
"2310",41823,"Mo' Better Blues","Spike Lee"," Drama    Romance                  "
"2311",10339,"Moby Dick","John Huston"," Adventure    Drama                  "
"2312",16471,"Modern Problems","Ken Shapiro"," Comedy                     "
"2313",3082,"Modern Times","Charlie Chaplin"," Drama    Comedy                  "
"2314",21494,"Moliere","Laurent Tirard"," Romance    Drama    Comedy               "
"2315",44857,"Molly","John Duigan"," Drama    Comedy    Romance               "
"2316",15660,"Mommie Dearest","Frank Perry"," Drama                     "
"2317",252680,"Moms' Night Out","Jon Erwin"," Comedy                     "
"2318",11820,"Mona Lisa Smile","Mike Newell"," Drama    Romance                  "
"2319",54580,"Mondays in the Sun","Fernando Le\u00f3n de Aranoa"," Drama                     "
"2320",303858,"Money Monster","Jodie Foster"," Thriller                     "
"2321",9416,"Money Talks","Brett Ratner"," Action    Adventure    Comedy               "
"2322",11517,"Money Train","Joseph Ruben"," Action    Comedy    Crime               "
"2323",60308,"Moneyball","Bennett Miller"," Drama                     "
"2324",12246,"Mongol: The Rise of Genghis Khan","Sergei Bodrov"," History                     "
"2325",23685,"Monkeybone","Henry Selick"," Adventure    Fantasy    Animation    Action    Comedy         "
"2326",480,"Monsoon Wedding","Mira Nair"," Comedy    Drama    Romance               "
"2327",504,"Monster","Patty Jenkins"," Crime    Drama                  "
"2328",9297,"Monster House","Gil Kenan"," Animation    Comedy    Family    Fantasy            "
"2329",4379,"Monster-in-Law","Robert Luketic"," Romance    Comedy                  "
"2330",43933,"Monsters","Gareth Edwards"," Drama    Thriller    Science Fiction               "
"2331",1365,"Monster's Ball","Marc Forster"," Drama    Romance                  "
"2332",62211,"Monsters University","Dan Scanlon"," Animation    Family                  "
"2333",15512,"Monsters vs Aliens","Conrad Vernon"," Animation    Family    Adventure    Science Fiction            "
"2334",585,"Monsters, Inc.","Lee Unkrich"," Animation    Comedy    Family               "
"2335",59860,"Monte Carlo","Thomas Bezucha"," Adventure    Comedy    Romance               "
"2336",762,"Monty Python and the Holy Grail","Terry Gilliam"," Adventure    Comedy    Fantasy               "
"2337",17431,"Moon","Duncan Jones"," Science Fiction    Drama                  "
"2338",31005,"Moonlight Mile","Brad Silberling"," Romance    Drama                  "
"2339",698,"Moonraker","Lewis Gilbert"," Action    Adventure    Thriller    Science Fiction            "
"2340",83666,"Moonrise Kingdom","Wes Anderson"," Comedy    Drama    Romance               "
